order_id,user_id,order_time,location,items_ordered,total_amount,payment_method,delivery_time,delivery_duration_mins,delivered_on_time
ORD101525,USR2029,2025-06-06 12:57:50,Bangalore,"Eggs, Fruits, Juice, Sugar, Snacks",459.49,Wallet,2025-06-06 13:36:50,39.0,1
ORD101526,USR2816,2025-06-28 04:52:33,Mumbai,"Flour, Rice, Snacks",498.82,Wallet,2025-06-28 05:33:33,41.0,1
ORD101527,USR9189,2025-06-16 19:14:21,Bangalore,Juice,530.21,Card,2025-06-16 20:05:21,51.0,0
ORD101528,USR9782,2025-06-23 21:04:53,Kolkata,"Fruits, Sugar, Rice, Milk",1224.24,Wallet,2025-06-23 22:31:53,87.0,0
ORD101529,USR1269,2025-06-14 13:58:41,Delhi,"Milk, Eggs, Vegetables",854.83,UPI,2025-06-14 14:17:41,19.0,1
ORD101530,USR9443,2025-06-20 07:45:56,Chennai,"Rice, Eggs, Vegetables, Bread, Sugar",535.83,Card,2025-06-20 08:30:56,45.0,1
ORD101531,USR4963,2025-06-14 21:55:24,Pune,"Eggs, Milk, Bread, Juice, Flour",954.47,Card,2025-06-14 22:38:24,43.0,1
ORD101532,USR3352,2025-06-16 22:18:24,Pune,"Juice, Bread, Fruits, Rice",1102.61,Card,2025-06-16 23:40:24,82.0,0
ORD101533,USR5772,2025-06-22 08:33:40,Delhi,"Juice, Vegetables",481.67,Cash,2025-06-22 09:10:40,37.0,1
ORD101534,USR8032,2025-06-09 16:34:53,Mumbai,"Flour, Sugar, Juice",678.97,Cash,2025-06-09 16:54:53,20.0,1
ORD101535,USR1025,2025-06-11 01:32:56,Pune,"Vegetables, Juice, Bread, Milk, Snacks",270.64,UPI,2025-06-11 02:59:56,87.0,0
ORD101536,USR6780,2025-06-21 19:40:52,Chennai,"Snacks, Eggs, Vegetables, Sugar, Bread",353.61,Card,2025-06-21 20:28:52,48.0,0
ORD101537,USR4941,2025-07-02 02:30:05,Delhi,"Vegetables, Milk, Eggs, Juice",1053.56,Card,2025-07-02 03:26:05,56.0,0
ORD101538,USR7825,2025-06-04 00:47:00,Delhi,"Milk, Bread, Flour, Juice",354.01,Card,2025-06-04 01:15:00,28.0,1
ORD101539,USR4068,2025-06-14 05:35:08,Kolkata,"Flour, Juice, Vegetables, Snacks",835.23,Wallet,2025-06-14 05:59:08,24.0,1
ORD101540,USR2402,2025-06-10 11:11:54,Kolkata,"Eggs, Sugar, Snacks, Bread",1092.66,UPI,2025-06-10 11:48:54,37.0,1
ORD101541,USR9576,2025-06-16 11:15:28,Delhi,"Fruits, Rice",249.63,Card,2025-06-16 11:48:28,33.0,1
ORD101542,USR6908,2025-07-02 19:33:19,Mumbai,"Flour, Bread",894.24,Card,2025-07-02 20:54:19,81.0,0
ORD101543,USR2108,2025-06-13 22:50:28,Delhi,"Sugar, Fruits, Eggs, Bread",459.19,Cash,2025-06-13 23:08:28,18.0,1
ORD101544,USR9618,2025-06-21 20:56:41,Hyderabad,Eggs,1448.1,UPI,2025-06-21 21:52:41,56.0,0
ORD101545,USR9914,2025-06-17 16:39:17,Bangalore,"Vegetables, Juice",776.96,Wallet,2025-06-17 17:21:17,42.0,1
ORD101546,USR9312,2025-06-15 13:56:17,Hyderabad,"Sugar, Bread, Eggs, Milk",1228.39,Card,2025-06-15 15:07:17,71.0,0
ORD101547,USR9316,2025-06-14 11:36:32,Mumbai,"Bread, Juice, Sugar",870.32,Cash,2025-06-14 12:04:32,28.0,1
ORD101548,USR1333,2025-06-13 14:36:47,Mumbai,"Bread, Snacks, Milk",160.78,UPI,2025-06-13 15:52:47,76.0,0
ORD101549,USR7397,2025-06-23 19:01:50,Kolkata,"Fruits, Rice, Flour, Snacks, Milk",986.41,Wallet,2025-06-23 20:24:50,83.0,0
ORD101550,USR8702,2025-06-12 04:06:32,Delhi,Milk,1431.96,Wallet,2025-06-12 04:55:32,49.0,0
ORD101551,USR1713,2025-06-28 19:44:03,Chennai,"Milk, Sugar, Bread",942.26,Card,2025-06-28 20:40:03,56.0,0
ORD101552,USR7338,2025-06-13 18:23:33,Kolkata,"Flour, Milk",1246.86,Wallet,2025-06-13 19:37:33,74.0,0
ORD101553,USR7116,2025-06-24 20:56:11,Pune,"Sugar, Flour, Vegetables, Fruits",1337.89,Wallet,2025-06-24 21:34:11,38.0,1
ORD101554,USR5155,2025-06-25 07:12:15,Pune,"Snacks, Juice, Sugar, Eggs",419.31,Wallet,2025-06-25 08:11:15,59.0,0
ORD101555,USR1266,2025-06-13 23:36:32,Pune,"Snacks, Fruits, Sugar",396.86,Card,2025-06-13 23:58:32,22.0,1
ORD101556,USR6850,2025-06-28 01:51:27,Hyderabad,"Juice, Milk, Snacks, Sugar",955.37,UPI,2025-06-28 02:01:27,10.0,1
ORD101557,USR2106,2025-06-27 21:47:41,Mumbai,"Bread, Milk, Rice",675.44,Wallet,2025-06-27 22:30:41,43.0,1
ORD101558,USR6649,2025-06-04 09:18:33,Bangalore,"Eggs, Milk, Bread, Juice",1275.81,Card,2025-06-04 10:15:33,57.0,0
ORD101559,USR4950,2025-06-20 07:56:29,Mumbai,"Vegetables, Fruits, Snacks, Flour, Sugar",1360.03,Cash,2025-06-20 09:22:29,86.0,0
ORD101560,USR2698,2025-06-20 22:07:19,Hyderabad,"Flour, Juice, Fruits, Milk",594.79,Card,2025-06-20 23:04:19,57.0,0
ORD101561,USR6447,2025-06-30 05:54:59,Pune,"Milk, Snacks, Sugar",431.62,Wallet,2025-06-30 06:52:59,58.0,0
ORD101562,USR3185,2025-06-03 06:41:08,Bangalore,"Rice, Fruits, Sugar",1192.74,Cash,2025-06-03 07:54:08,73.0,0
ORD101563,USR1726,2025-06-13 20:37:29,Bangalore,"Sugar, Bread, Snacks, Fruits",484.73,Cash,2025-06-13 21:47:29,70.0,0
ORD101564,USR6772,2025-06-08 20:13:46,Kolkata,"Bread, Juice, Vegetables, Rice",1251.66,Wallet,2025-06-08 20:51:46,38.0,1
ORD101565,USR9945,2025-06-21 05:58:03,Delhi,"Eggs, Flour",693.23,Wallet,2025-06-21 06:46:03,48.0,0
ORD101566,USR6546,2025-06-14 08:12:26,Chennai,"Flour, Milk, Eggs, Fruits, Sugar",1034.57,UPI,2025-06-14 08:47:26,35.0,1
ORD101567,USR3868,2025-06-28 00:39:57,Bangalore,"Flour, Rice, Eggs",233.75,Cash,2025-06-28 01:05:57,26.0,1
ORD101568,USR8612,2025-06-08 10:15:40,Delhi,"Bread, Rice, Fruits, Sugar",973.4,Wallet,2025-06-08 11:35:40,80.0,0
ORD101569,USR8840,2025-06-28 15:21:09,Chennai,"Eggs, Bread",732.47,UPI,2025-06-28 15:43:09,22.0,1
ORD101570,USR3986,2025-06-20 17:18:30,Pune,Juice,921.25,Card,2025-06-20 18:36:30,78.0,0
ORD101571,USR3209,2025-06-04 17:52:41,Delhi,Eggs,335.22,Card,2025-06-04 18:27:41,35.0,1
ORD101572,USR2033,2025-06-23 11:17:54,Mumbai,"Juice, Vegetables, Fruits",1131.62,Card,2025-06-23 12:15:54,58.0,0
ORD101573,USR8498,2025-06-16 08:13:08,Mumbai,"Rice, Bread, Eggs",1307.92,Cash,2025-06-16 09:29:08,76.0,0
ORD101574,USR1605,2025-06-05 10:35:13,Kolkata,"Rice, Bread, Snacks, Juice, Flour",403.44,Cash,2025-06-05 10:51:13,16.0,1
ORD101575,USR5807,2025-06-08 13:52:08,Chennai,"Sugar, Bread, Snacks, Fruits, Rice",234.0,Cash,2025-06-08 14:59:08,67.0,0
ORD101576,USR4302,2025-07-01 10:15:50,Delhi,"Flour, Juice, Fruits, Bread",133.09,UPI,2025-07-01 11:13:50,58.0,0
ORD101577,USR1717,2025-06-22 20:27:53,Hyderabad,"Bread, Vegetables, Sugar",998.76,Wallet,2025-06-22 21:29:53,62.0,0
ORD101578,USR4268,2025-06-14 16:33:42,Delhi,Bread,949.93,UPI,2025-06-14 17:47:42,74.0,0
ORD101579,USR1686,2025-06-30 11:04:52,Hyderabad,"Sugar, Fruits, Bread",865.38,Card,2025-06-30 12:15:52,71.0,0
ORD101580,USR6170,2025-06-26 19:53:44,Kolkata,"Snacks, Eggs, Sugar, Fruits, Vegetables",424.73,Card,2025-06-26 20:19:44,26.0,1
ORD101581,USR6080,2025-06-16 05:02:06,Bangalore,Vegetables,647.27,Wallet,2025-06-16 05:54:06,52.0,0
ORD101582,USR9444,2025-06-07 14:00:40,Kolkata,Sugar,932.27,Card,2025-06-07 14:34:40,34.0,1
ORD101583,USR7524,2025-06-10 13:32:15,Kolkata,"Fruits, Juice, Flour, Eggs, Rice",795.47,UPI,2025-06-10 13:44:15,12.0,1
ORD101584,USR9897,2025-06-26 20:51:25,Bangalore,"Flour, Fruits",1482.9,Card,2025-06-26 22:19:25,88.0,0
ORD101585,USR8756,2025-06-20 21:10:43,Bangalore,Juice,291.02,Cash,2025-06-20 21:48:43,38.0,1
ORD101586,USR5150,2025-06-29 00:01:24,Delhi,Flour,1073.2,Wallet,2025-06-29 00:42:24,41.0,1
ORD101587,USR1599,2025-06-10 23:37:11,Chennai,"Snacks, Eggs, Vegetables, Juice",666.05,UPI,2025-06-11 00:12:11,35.0,1
ORD101588,USR4131,2025-06-16 13:45:48,Hyderabad,"Rice, Sugar",699.48,Cash,2025-06-16 14:10:48,25.0,1
ORD101589,USR5687,2025-06-25 09:14:07,Delhi,"Sugar, Vegetables",1104.64,Wallet,2025-06-25 09:48:07,34.0,1
ORD101590,USR6848,2025-07-01 06:01:05,Bangalore,"Milk, Snacks",1069.41,Card,2025-07-01 07:04:05,63.0,0
ORD101591,USR1783,2025-06-20 15:48:07,Mumbai,"Flour, Bread, Vegetables",1487.76,Wallet,2025-06-20 16:25:07,37.0,1
ORD101592,USR6438,2025-06-22 05:29:06,Bangalore,"Rice, Fruits, Sugar, Eggs, Snacks",279.75,Card,2025-06-22 06:51:06,82.0,0
ORD101593,USR5476,2025-06-07 18:44:27,Chennai,"Milk, Snacks, Eggs, Juice",245.75,Cash,2025-06-07 19:49:27,65.0,0
ORD101594,USR3039,2025-06-29 14:57:54,Kolkata,"Fruits, Milk",1114.07,Cash,2025-06-29 16:11:54,74.0,0
ORD101595,USR7029,2025-06-20 21:37:33,Bangalore,"Rice, Juice",909.74,Wallet,2025-06-20 23:06:33,89.0,0
ORD101596,USR8159,2025-06-10 08:24:25,Pune,"Eggs, Milk, Juice",483.82,Wallet,2025-06-10 09:14:25,50.0,0
ORD101597,USR7553,2025-06-14 14:59:59,Chennai,"Juice, Rice, Snacks",211.19,UPI,2025-06-14 15:59:59,60.0,0
ORD101598,USR8204,2025-06-27 17:47:20,Mumbai,"Juice, Bread, Vegetables, Eggs",219.92,Cash,2025-06-27 19:07:20,80.0,0
ORD101599,USR7334,2025-06-16 22:49:34,Hyderabad,"Flour, Juice",1351.87,Wallet,2025-06-17 00:16:34,87.0,0
ORD101600,USR6554,2025-06-22 20:20:07,Bangalore,Eggs,368.61,Card,2025-06-22 20:58:07,38.0,1
ORD101601,USR4060,2025-06-14 00:15:47,Chennai,"Sugar, Milk, Vegetables",552.72,Card,2025-06-14 00:43:47,28.0,1
ORD101602,USR9129,2025-06-13 20:29:03,Hyderabad,"Eggs, Sugar, Rice, Snacks",417.32,Wallet,2025-06-13 21:44:03,75.0,0
ORD101603,USR9151,2025-06-27 01:46:25,Kolkata,"Vegetables, Eggs, Fruits, Bread",596.99,UPI,2025-06-27 02:36:25,50.0,0
ORD101604,USR7018,2025-07-02 18:33:25,Kolkata,"Milk, Snacks",197.19,Wallet,2025-07-02 19:27:25,54.0,0
ORD101605,USR9507,2025-06-15 21:37:40,Mumbai,"Bread, Eggs, Juice, Fruits, Snacks",826.68,UPI,2025-06-15 22:01:40,24.0,1
ORD101606,USR5369,2025-06-19 13:00:50,Pune,"Milk, Bread",194.66,Cash,2025-06-19 13:12:50,12.0,1
ORD101607,USR2353,2025-06-05 22:26:02,Chennai,"Rice, Eggs, Milk",1220.5,UPI,2025-06-05 22:46:02,20.0,1
ORD101608,USR7955,2025-06-09 07:21:53,Kolkata,Flour,427.2,Wallet,2025-06-09 08:23:53,62.0,0
ORD101609,USR2293,2025-06-14 16:08:55,Kolkata,"Sugar, Juice, Eggs",856.02,UPI,2025-06-14 17:03:55,55.0,0
ORD101610,USR8055,2025-06-24 07:45:51,Mumbai,"Fruits, Milk, Bread, Rice",1332.11,Card,2025-06-24 08:24:51,39.0,1
ORD101611,USR3956,2025-06-29 17:06:27,Mumbai,"Rice, Vegetables, Eggs, Snacks",1011.23,Cash,2025-06-29 18:12:27,66.0,0
ORD101612,USR9937,2025-06-20 12:40:19,Delhi,"Bread, Rice, Juice, Eggs",846.14,Card,2025-06-20 13:07:19,27.0,1
ORD101613,USR5813,2025-06-27 23:19:52,Hyderabad,"Snacks, Milk, Bread, Flour",554.07,Wallet,2025-06-28 00:19:52,60.0,0
ORD101614,USR6262,2025-06-08 22:06:57,Delhi,Bread,566.2,Wallet,2025-06-08 23:03:57,57.0,0
ORD101615,USR2680,2025-06-14 18:42:34,Mumbai,"Flour, Fruits, Milk, Vegetables",1037.28,UPI,2025-06-14 19:57:34,75.0,0
ORD101616,USR2311,2025-06-28 01:44:55,Chennai,"Sugar, Rice, Vegetables, Snacks, Juice",1491.8,Wallet,2025-06-28 02:01:55,17.0,1
ORD101617,USR6372,2025-06-16 01:41:05,Bangalore,Sugar,1026.57,Wallet,2025-06-16 02:12:05,31.0,1
ORD101618,USR5843,2025-06-07 08:41:04,Pune,"Juice, Rice",880.9,Wallet,2025-06-07 08:56:04,15.0,1
ORD101619,USR6021,2025-06-05 04:25:19,Kolkata,"Vegetables, Eggs, Bread, Flour",1122.91,UPI,2025-06-05 05:50:19,85.0,0
ORD101620,USR8305,2025-06-08 17:42:19,Pune,Flour,751.29,Cash,2025-06-08 18:48:19,66.0,0
ORD101621,USR7981,2025-06-27 08:32:10,Delhi,"Juice, Milk",184.2,Wallet,2025-06-27 09:17:10,45.0,1
ORD101622,USR3730,2025-06-05 03:13:13,Bangalore,"Flour, Sugar, Rice, Milk",887.22,Cash,2025-06-05 04:41:13,88.0,0
ORD101623,USR8272,2025-07-02 21:39:21,Delhi,"Sugar, Flour, Bread, Juice, Rice",1440.68,UPI,2025-07-02 22:45:21,66.0,0
ORD101624,USR6759,2025-06-27 18:33:02,Kolkata,Eggs,345.42,Wallet,2025-06-27 19:31:02,58.0,0
ORD101625,USR8325,2025-06-29 12:48:51,Pune,"Eggs, Milk, Rice, Juice, Sugar",1066.01,Cash,2025-06-29 13:42:51,54.0,0
ORD101626,USR1693,2025-07-02 01:44:06,Hyderabad,Milk,381.31,Wallet,2025-07-02 02:59:06,75.0,0
ORD101627,USR6776,2025-06-14 19:00:10,Kolkata,"Sugar, Fruits",850.16,Cash,2025-06-14 20:26:10,86.0,0
ORD101628,USR8126,2025-06-20 23:37:56,Pune,"Bread, Flour",235.35,Cash,2025-06-21 00:31:56,54.0,0
ORD101629,USR5498,2025-06-04 13:06:38,Pune,"Milk, Bread, Flour",730.52,UPI,2025-06-04 14:34:38,88.0,0
ORD101630,USR1939,2025-06-11 01:14:59,Bangalore,"Vegetables, Snacks, Eggs, Fruits, Flour",1158.63,Card,2025-06-11 01:43:59,29.0,1
ORD101631,USR2229,2025-06-23 11:18:51,Delhi,Fruits,586.6,Wallet,2025-06-23 12:31:51,73.0,0
ORD101632,USR7655,2025-06-28 07:49:06,Mumbai,"Milk, Flour, Vegetables",1030.88,Wallet,2025-06-28 09:05:06,76.0,0
ORD101633,USR6952,2025-06-13 04:52:34,Chennai,"Rice, Eggs, Sugar, Snacks, Flour",1213.63,UPI,2025-06-13 05:04:34,12.0,1
ORD101634,USR9406,2025-06-11 10:25:20,Mumbai,"Snacks, Flour, Fruits, Sugar, Milk",1398.05,Card,2025-06-11 11:28:20,63.0,0
ORD101635,USR3621,2025-06-12 10:57:50,Hyderabad,Fruits,428.5,UPI,2025-06-12 12:24:50,87.0,0
ORD101636,USR1510,2025-06-05 04:46:59,Hyderabad,Fruits,659.04,Cash,2025-06-05 05:59:59,73.0,0
ORD101637,USR3339,2025-06-03 08:44:24,Delhi,"Vegetables, Fruits",313.38,Cash,2025-06-03 09:33:24,49.0,0
ORD101638,USR8179,2025-06-26 05:20:07,Mumbai,"Sugar, Flour",1489.48,Card,2025-06-26 06:28:07,68.0,0
ORD101639,USR1570,2025-06-16 14:13:26,Pune,"Sugar, Snacks",1397.8,Wallet,2025-06-16 15:17:26,64.0,0
ORD101640,USR3068,2025-06-16 16:46:53,Bangalore,"Eggs, Juice, Bread",855.94,Wallet,2025-06-16 17:57:53,71.0,0
ORD101641,USR2101,2025-06-03 11:24:38,Delhi,"Vegetables, Sugar, Juice, Snacks, Bread",1278.85,UPI,2025-06-03 11:37:38,13.0,1
ORD101642,USR4866,2025-06-29 01:46:44,Delhi,"Rice, Bread, Vegetables, Snacks",829.34,Wallet,2025-06-29 02:55:44,69.0,0
ORD101643,USR7001,2025-06-05 08:25:40,Mumbai,"Eggs, Flour, Fruits, Milk",973.02,Cash,2025-06-05 09:49:40,84.0,0
ORD101644,USR6933,2025-06-04 02:11:00,Kolkata,"Fruits, Snacks, Eggs",224.77,UPI,2025-06-04 02:50:00,39.0,1
ORD101645,USR7272,2025-06-21 10:17:06,Chennai,"Eggs, Snacks, Juice, Fruits",1157.38,UPI,2025-06-21 10:28:06,11.0,1
ORD101646,USR1530,2025-06-17 13:08:37,Hyderabad,Sugar,278.8,Wallet,2025-06-17 14:19:37,71.0,0
ORD101647,USR3513,2025-06-26 11:57:31,Pune,"Bread, Vegetables",1256.49,Wallet,2025-06-26 12:55:31,58.0,0
ORD101648,USR8371,2025-06-26 07:36:43,Bangalore,Flour,1194.84,Cash,2025-06-26 07:54:43,18.0,1
ORD101649,USR7077,2025-06-13 19:48:32,Hyderabad,Flour,1092.24,UPI,2025-06-13 20:28:32,40.0,1
ORD101650,USR7095,2025-06-27 20:27:53,Pune,"Bread, Snacks, Sugar, Eggs",150.62,Cash,2025-06-27 21:37:53,70.0,0
ORD101651,USR8273,2025-06-26 10:25:42,Delhi,"Vegetables, Eggs, Fruits",524.38,Cash,2025-06-26 11:53:42,88.0,0
ORD101652,USR2259,2025-06-18 02:10:55,Chennai,"Milk, Bread, Juice",468.36,Wallet,2025-06-18 03:07:55,57.0,0
ORD101653,USR3255,2025-06-27 14:01:48,Delhi,"Juice, Bread",604.19,Cash,2025-06-27 14:35:48,34.0,1
ORD101654,USR9674,2025-06-08 16:21:37,Chennai,Eggs,222.7,Cash,2025-06-08 17:06:37,45.0,1
ORD101655,USR7012,2025-06-07 20:45:31,Mumbai,"Vegetables, Rice, Bread, Sugar, Eggs",1411.74,UPI,2025-06-07 21:02:31,17.0,1
ORD101656,USR7521,2025-06-28 01:52:00,Pune,"Vegetables, Flour, Sugar, Rice, Milk",875.32,Cash,2025-06-28 03:14:00,82.0,0
ORD101657,USR6150,2025-06-20 18:34:15,Kolkata,Eggs,527.73,Card,2025-06-20 19:41:15,67.0,0
ORD101658,USR5566,2025-06-22 16:30:55,Hyderabad,"Juice, Eggs, Snacks",655.77,Cash,2025-06-22 17:24:55,54.0,0
ORD101659,USR5089,2025-06-05 07:50:18,Delhi,"Flour, Juice, Rice, Vegetables, Bread",726.08,Cash,2025-06-05 09:01:18,71.0,0
ORD101660,USR2858,2025-06-09 05:39:07,Chennai,"Milk, Flour, Eggs",940.83,Wallet,2025-06-09 06:27:07,48.0,0
ORD101661,USR1424,2025-06-21 05:15:37,Chennai,"Eggs, Juice",821.95,UPI,2025-06-21 06:22:37,67.0,0
ORD101662,USR4048,2025-06-06 19:26:48,Delhi,"Vegetables, Milk, Snacks, Rice, Bread",1387.15,Wallet,2025-06-06 20:39:48,73.0,0
ORD101663,USR9176,2025-06-12 07:51:09,Hyderabad,"Juice, Rice, Eggs, Fruits, Flour",795.75,Cash,2025-06-12 08:44:09,53.0,0
ORD101664,USR9482,2025-06-27 07:45:49,Pune,"Flour, Vegetables, Sugar, Fruits",1489.02,Cash,2025-06-27 08:23:49,38.0,1
ORD101665,USR7340,2025-07-01 14:08:36,Mumbai,"Fruits, Vegetables, Bread, Eggs, Sugar",1291.99,UPI,2025-07-01 15:16:36,68.0,0
ORD101666,USR2929,2025-06-23 07:22:51,Mumbai,"Bread, Sugar, Flour",391.91,UPI,2025-06-23 08:42:51,80.0,0
ORD101667,USR5288,2025-06-20 23:39:35,Bangalore,"Bread, Eggs",1402.83,Cash,2025-06-20 23:57:35,18.0,1
ORD101668,USR5264,2025-06-25 02:07:20,Bangalore,"Milk, Bread, Vegetables, Rice, Fruits",262.91,UPI,2025-06-25 02:22:20,15.0,1
ORD101669,USR8311,2025-06-08 20:04:26,Kolkata,Juice,1244.43,Wallet,2025-06-08 20:42:26,38.0,1
ORD101670,USR4515,2025-06-11 20:55:18,Bangalore,"Eggs, Rice, Flour, Vegetables, Snacks",632.87,Card,2025-06-11 22:02:18,67.0,0
ORD101671,USR5678,2025-06-26 17:12:56,Kolkata,"Bread, Juice, Milk, Vegetables, Sugar",1329.16,Card,2025-06-26 17:38:56,26.0,1
ORD101672,USR9047,2025-06-26 16:54:39,Hyderabad,Juice,1315.28,UPI,2025-06-26 17:19:39,25.0,1
ORD101673,USR4279,2025-06-11 05:27:24,Pune,"Snacks, Fruits, Milk, Vegetables, Flour",1228.3,UPI,2025-06-11 05:39:24,12.0,1
ORD101674,USR3009,2025-06-04 11:04:41,Kolkata,"Flour, Fruits",1206.04,Card,2025-06-04 11:34:41,30.0,1
ORD101675,USR3223,2025-06-24 15:50:27,Pune,"Bread, Snacks",526.55,Card,2025-06-24 17:03:27,73.0,0
ORD101676,USR2213,2025-07-01 15:55:35,Bangalore,"Flour, Snacks",213.29,Wallet,2025-07-01 16:40:35,45.0,1
ORD101677,USR8406,2025-07-01 23:18:39,Bangalore,Juice,664.17,Wallet,2025-07-02 00:29:39,71.0,0
ORD101678,USR3828,2025-06-25 00:12:23,Hyderabad,"Juice, Eggs, Snacks, Milk",342.93,Cash,2025-06-25 01:03:23,51.0,0
ORD101679,USR8292,2025-07-01 00:06:29,Bangalore,"Fruits, Flour, Bread",1072.93,Cash,2025-07-01 01:31:29,85.0,0
ORD101680,USR2438,2025-06-18 10:55:15,Mumbai,"Vegetables, Rice, Sugar",584.54,Wallet,2025-06-18 11:46:15,51.0,0
ORD101681,USR6236,2025-06-24 21:34:31,Delhi,"Fruits, Milk, Juice",1465.85,Card,2025-06-24 22:44:31,70.0,0
ORD101682,USR6692,2025-06-11 23:39:11,Mumbai,"Vegetables, Flour",997.36,Wallet,2025-06-12 00:01:11,22.0,1
ORD101683,USR2063,2025-06-13 06:22:14,Mumbai,Rice,1251.47,UPI,2025-06-13 06:42:14,20.0,1
ORD101684,USR9882,2025-06-30 07:31:04,Kolkata,"Rice, Milk, Snacks, Flour, Vegetables",285.53,UPI,2025-06-30 08:34:04,63.0,0
ORD101685,USR5757,2025-06-19 10:11:24,Kolkata,"Snacks, Vegetables, Sugar, Milk",1306.82,Cash,2025-06-19 10:36:24,25.0,1
ORD101686,USR5914,2025-06-28 21:55:05,Chennai,Snacks,1391.86,Cash,2025-06-28 22:12:05,17.0,1
ORD101687,USR3580,2025-07-03 03:05:38,Delhi,"Juice, Snacks",781.89,UPI,2025-07-03 04:13:38,68.0,0
ORD101688,USR3852,2025-07-01 13:17:35,Mumbai,Bread,948.75,Card,2025-07-01 14:23:35,66.0,0
ORD101689,USR6922,2025-06-09 03:23:32,Delhi,"Rice, Fruits, Bread, Vegetables",1170.73,UPI,2025-06-09 04:12:32,49.0,0
ORD101690,USR9335,2025-06-24 16:15:17,Mumbai,"Eggs, Juice, Bread, Fruits, Milk",344.77,Wallet,2025-06-24 17:23:17,68.0,0
ORD101691,USR4673,2025-06-23 22:06:17,Hyderabad,"Vegetables, Fruits",803.59,UPI,2025-06-23 22:17:17,11.0,1
ORD101692,USR2988,2025-06-08 03:48:56,Hyderabad,"Juice, Snacks, Vegetables, Eggs",658.13,Cash,2025-06-08 05:13:56,85.0,0
ORD101693,USR4292,2025-06-16 12:34:57,Bangalore,"Eggs, Flour, Vegetables, Milk",304.92,Cash,2025-06-16 12:53:57,19.0,1
ORD101694,USR3275,2025-07-01 19:35:44,Hyderabad,"Rice, Eggs, Flour, Sugar",614.55,Wallet,2025-07-01 20:28:44,53.0,0
ORD101695,USR4878,2025-06-15 10:05:08,Delhi,"Milk, Snacks, Fruits, Sugar",195.44,Wallet,2025-06-15 10:25:08,20.0,1
ORD101696,USR9094,2025-07-01 08:34:46,Chennai,"Vegetables, Milk",136.14,UPI,2025-07-01 10:02:46,88.0,0
ORD101697,USR1430,2025-06-19 23:31:39,Bangalore,"Juice, Sugar",289.23,Card,2025-06-20 01:00:39,89.0,0
ORD101698,USR6912,2025-06-21 14:44:25,Kolkata,"Milk, Eggs, Fruits",1448.36,Cash,2025-06-21 14:55:25,11.0,1
ORD101699,USR7044,2025-07-02 10:42:44,Mumbai,"Vegetables, Bread, Juice, Fruits",869.34,UPI,2025-07-02 11:41:44,59.0,0
ORD101700,USR8657,2025-06-25 02:52:59,Hyderabad,"Rice, Eggs, Snacks, Juice, Fruits",1452.15,Wallet,2025-06-25 03:13:59,21.0,1
ORD101701,USR3126,2025-06-14 16:14:29,Bangalore,"Juice, Eggs, Bread, Milk, Sugar",705.5,UPI,2025-06-14 16:46:29,32.0,1
ORD101702,USR2412,2025-06-08 05:16:50,Hyderabad,"Eggs, Snacks",536.54,Card,2025-06-08 05:43:50,27.0,1
ORD101703,USR2077,2025-06-12 23:15:02,Bangalore,"Milk, Fruits, Sugar, Snacks, Eggs",808.6,Cash,2025-06-13 00:26:02,71.0,0
ORD101704,USR6067,2025-06-26 21:56:47,Kolkata,"Sugar, Milk, Juice, Fruits",715.32,Cash,2025-06-26 23:07:47,71.0,0
ORD101705,USR7523,2025-06-21 13:42:11,Delhi,"Vegetables, Rice, Bread",247.93,Card,2025-06-21 14:29:11,47.0,0
ORD101706,USR8842,2025-06-10 22:26:26,Delhi,"Fruits, Eggs, Flour, Bread",997.16,UPI,2025-06-10 23:42:26,76.0,0
ORD101707,USR9612,2025-06-15 16:56:30,Mumbai,"Bread, Vegetables, Fruits",402.45,Cash,2025-06-15 17:43:30,47.0,0
ORD101708,USR7730,2025-06-21 22:54:47,Kolkata,"Fruits, Rice, Bread, Snacks",967.42,Wallet,2025-06-22 00:10:47,76.0,0
ORD101709,USR7708,2025-06-21 14:28:15,Pune,"Sugar, Eggs, Fruits, Juice, Vegetables",1010.28,Card,2025-06-21 15:38:15,70.0,0
ORD101710,USR2208,2025-06-19 01:23:18,Bangalore,"Fruits, Bread",312.83,Wallet,2025-06-19 01:33:18,10.0,1
ORD101711,USR3053,2025-06-17 19:08:26,Kolkata,"Juice, Milk",185.89,Cash,2025-06-17 20:02:26,54.0,0
ORD101712,USR6194,2025-06-17 04:51:26,Pune,"Fruits, Eggs, Juice",1193.07,Card,2025-06-17 05:28:26,37.0,1
ORD101713,USR2215,2025-06-03 08:53:47,Pune,Sugar,743.72,Cash,2025-06-03 09:23:47,30.0,1
ORD101714,USR8372,2025-06-22 23:11:30,Chennai,"Bread, Milk",181.43,UPI,2025-06-22 23:33:30,22.0,1
ORD101715,USR8632,2025-06-17 20:02:29,Delhi,"Juice, Flour, Vegetables, Snacks",1492.81,Wallet,2025-06-17 20:38:29,36.0,1
ORD101716,USR9476,2025-06-17 21:04:43,Mumbai,"Fruits, Snacks",180.89,Card,2025-06-17 21:20:43,16.0,1
ORD101717,USR6644,2025-06-30 11:01:48,Kolkata,"Rice, Milk, Juice, Snacks",1073.05,Cash,2025-06-30 11:32:48,31.0,1
